"","x"
"1354",624264.185332867
"1355",245485.419276894
"1356",801397.034191197
"1357",492595.940038511
"1358",2085981.91413203
"1359",199871.315549722
"1360",1536762.73861792
"1361",394166.559877348
"1362",183690.190388925
"1363",668861.262446999
"1364",271835.441111698
"1365",543979.211006503
"1366",1627225.97674773
"1367",354221.770030145
"1368",599413.75128966
"1369",2347816.09353294
"1370",299891.539007831
"1371",758959.575524647
"1372",158151.270764104
"1373",807301.060891005
"1374",267086.363016738
"1375",242439.925011878
"1376",188523.535531509
"1377",686463.297688987
"1378",271868.544105589
"1379",337317.668466118
"1380",232328.358821407
"1381",619946.030301866
"1382",946764.542668249
"1383",285367.966436698
"1384",433988.610091319
"1385",256220.297828925
"1386",456508.897468868
"1387",357312.028782179
"1388",440322.336519387
"1389",251430.63892341
"1390",427628.399724237
"1391",718700.755293808
"1392",176159.797771226
"1393",463246.600557127
"1394",730321.694425049
"1395",376059.465570748
"1396",744357.762193922
"1397",340040.018796085
"1398",616002.664354139
"1399",282575.120460232
"1400",1182516.12237828
"1401",559814.832268041
"1402",654823.319251464
"1403",664662.278178763
"1404",287300.896213721
"1405",428548.655167047
"1406",531200.208852704
"1407",238200.842551108
"1408",538941.232574943
"1409",562814.04498103
"1410",376255.183087289
"1411",403486.663471502
"1412",506046.578752333
"1413",319695.716295956
"1414",368571.150981952
"1415",645986.268057158
"1416",722479.022918829
"1417",437816.458157152
"1418",560627.459446355
"1419",516677.791599703
"1420",233067.751440915
"1421",581578.876062818
"1422",425979.429329787
"1423",317228.858345842
"1424",539277.217951327
"1425",1427906.42509923
"1426",483882.742223222
"1427",603669.004912815
"1428",1925671.15936454
"1429",559471.344473095
"1430",724099.316404974
"1431",469739.604243157
"1432",507461.194658543
"1433",366350.697338163
"1434",626376.268590258
"1435",922908.134854419
"1436",673175.520271466
"1437",276948.223752785
"1438",578246.989815296
"1439",298343.694396526
"1440",299168.711141416
"1441",355379.41099581
"1442",437117.523698785
"1443",175670.403416404
"1444",421815.067693667
"1445",713509.14051836
"1446",590410.200119199
"1447",604389.662438757
"1448",429863.34992798
"1449",337141.144856368
"1450",839351.554590127
"1451",355283.301967195
"1452",431108.132110559
"1453",579768.11342396
"1454",285195.215728858
"1455",307854.310397105
"1456",393817.290830385
"1457",599591.487386374
"1458",469526.154233654
"1459",380419.674768555
"1460",383843.969374299
"1461",1055274.7040426
"1462",191057.57440266
"1463",423297.666421128
"1464",282520.951938131
"1465",506585.135884387
"1466",479979.126887427
"1467",694457.942532633
"1468",429268.329517119
"1469",647041.644980572
"1470",727837.719970301
"1471",307941.372244308
"1472",636315.181186828
"1473",359839.964363068
"1474",287765.107813952
"1475",457138.962269374
"1476",407795.286540944
"1477",316167.354285904
"1478",374577.553255413
"1479",479688.480383621
"1480",228127.958919393
"1481",375864.67851997
"1482",756847.041214379
"1483",555821.106681944
"1484",653696.874328904
"1485",581197.769595811
"1486",268567.039563588
"1487",287642.280206306
"1488",814850.053516122
"1489",889727.26866611
"1490",1584551.10102493
"1491",322315.817306953
"1492",608299.646445865
"1493",741870.556571574
"1494",368152.770954054
"1495",530941.665372127
"1496",246073.392623865
"1497",459728.297813649
"1498",396188.507884901
"1499",268512.284002541
"1500",2258537.48540964
"1501",314751.097111336
"1502",490802.134669672
"1503",1607126.48933296
"1504",317069.99510946
"1505",202818.093203145
"1506",398556.189987009
"1507",739204.31433221
"1508",362286.097209191
"1509",526352.468664646
"1510",564990.779304865
"1511",418511.642913022
"1512",382462.677920359
"1513",298384.829985638
"1514",309543.580991511
"1515",1063283.81888845
"1516",414927.951346696
"1517",467251.320460894
"1518",483680.087444633
"1519",447902.725193759
"1520",591952.130391806
"1521",789665.1078482
"1522",256830.650870412
"1523",185215.330197273
"1524",716060.653889954
"1525",710285.844816953
"1526",169712.562444794
"1527",363504.373962797
"1528",610590.649836469
"1529",405191.534575757
"1530",277265.301295064
"1531",191195.453272216
"1532",542561.967573302
"1533",1068478.56742751
"1534",395008.733427801
"1535",206505.667556533
"1536",506099.012082134
"1537",312538.172388516
"1538",399011.167122472
"1539",363988.035069934
"1540",624509.575626759
"1541",758297.347261377
"1542",726856.551993976
"1543",553341.692213724
"1544",193651.639016807
"1545",299323.094026201
"1546",2251801.92649215
"1547",598688.689335396
"1548",458819.262819189
"1549",366846.719010741
"1550",454845.321224066
"1551",367121.43327515
"1552",284676.762014391
"1553",223039.518357624
"1554",367152.191413546
"1555",178070.787322617
"1556",2892820.24861512
"1557",794611.984998605
"1558",465154.429079582
"1559",262129.561396324
"1560",394357.474171609
"1561",388607.823006132
"1562",248550.426911054
"1563",402630.553013647
"1564",480667.148267895
"1565",910686.755988328
"1566",1140387.59979901
"1567",629555.684627369
"1568",367077.899694171
"1569",980576.966653194
"1570",1580144.69294063
"1571",583840.780286305
"1572",293670.513499742
"1573",489822.213621587
"1574",443229.969084774
"1575",530509.122214572
"1576",510110.652646516
"1577",500659.689713953
"1578",538639.622036244
"1579",527657.450772462
"1580",326887.542205589
"1581",345041.809002625
"1582",390720.851450844
"1583",212583.659618565
"1584",415373.560252797
"1585",1214289.20585495
"1586",194887.060804347
"1587",393299.232998473
"1588",1657257.65676678
"1589",279117.347045904
"1590",288497.066429965
"1591",357482.421735004
"1592",361318.384830101
"1593",258624.500777955
"1594",553796.632422549
"1595",276793.764083692
"1596",236100.012530134
"1597",241702.372951709
"1598",1024721.79373635
"1599",580565.218579862
"1600",466701.121398451
"1601",261095.333114148
"1602",335058.921428107
"1603",208520.621887475
"1604",260498.105990357
"1605",329248.030842544
"1606",733619.055061958
"1607",657750.043421272
"1608",272678.385270848
"1609",540817.051764678
"1610",299767.114092735
"1611",581556.128567913
"1612",362663.206623339
"1613",249622.568163971
"1614",289304.663566973
"1615",544143.425448715
"1616",217035.051227351
"1617",400393.197425881
"1618",946883.635862362
"1619",584957.659812841
"1620",294169.483862667
"1621",199136.571133788
"1622",1154601.51660677
"1623",237174.154664779
"1624",290635.992049131
"1625",388064.803314756
"1626",284524.054652262
"1627",269604.847537864
"1628",421377.395326625
"1629",502976.528212242
"1630",879791.145355805
"1631",1303046.09625766
"1632",241224.543841707
"1633",774904.152511249
"1634",726773.345155975
"1635",429438.211152165
"1636",250006.348800896
"1637",208631.901871014
"1638",402049.573829089
"1639",564995.609802834
"1640",492074.527844937
"1641",1226718.05255715
"1642",365525.258202335
"1643",626892.09127894
"1644",679927.876014581
"1645",362146.517217008
"1646",539148.155390403
"1647",240129.483979125
"1648",942931.106742144
"1649",305099.53312481
"1650",298843.834817006
"1651",303613.698585812
"1652",480123.644362477
"1653",234641.61503488
"1654",455147.990538027
"1655",352627.196109432
"1656",513081.709488468
"1657",362666.013724899
"1658",1325394.89552086
"1659",293992.717810829
"1660",389678.846942363
"1661",250220.857605061
"1662",367764.689996859
"1663",227944.178254145
"1664",423742.048671346
"1665",568849.976768488
"1666",516543.145606474
"1667",584143.524463348
"1668",472795.988033084
"1669",459096.456291351
"1670",990722.803864297
"1671",227268.013620507
"1672",301638.65597566
"1673",593453.094970087
"1674",196705.44147815
"1675",334941.94404613
"1676",64861.7544840573
"1677",378006.500894168
"1678",1178751.2232407
"1679",325161.586954671
"1680",633568.066585452
"1681",391206.107400913
"1682",250377.70179655
"1683",533514.046395271
"1684",228020.852618305
"1685",321796.610891232
"1686",952583.328130165
"1687",193823.715163605
"1688",465440.136638776
"1689",261567.645315951
"1690",223802.58969375
"1691",338261.690386712
"1692",299615.529855503
"1693",553457.772072232
"1694",209828.082434001
"1695",444145.574078288
"1696",347577.14381763
"1697",357560.134387912
"1698",1115812.06808286
"1699",302821.006108297
"1700",450885.273828673
"1701",457969.544164911
"1702",399435.926701804
"1703",301137.368765823
"1704",477221.795778472
"1705",391905.970884212
"1706",479839.420957816
"1707",692066.26122008
"1708",361988.503756184
"1709",500601.383038223
"1710",270645.553552704
"1711",293758.037511068
"1712",469887.539255457
"1713",488114.76122112
"1714",590244.535989464
"1715",697321.575530014
"1716",224555.757484557
"1717",568452.649255147
"1718",1244628.81334225
"1719",566520.216670291
"1720",183104.203350671
"1721",633408.320170721
"1722",975045.099608502
"1723",343969.967568718
"1724",275762.19092485
"1725",998289.93269267
"1726",569951.648460275
"1727",840867.770056642
"1728",597867.445993428
"1729",690351.140960343
"1730",493215.490225443
"1731",304582.382360522
"1732",406243.291388844
"1733",289046.581918765
"1734",519260.708743619
"1735",593481.383346797
"1736",709991.622211854
"1737",407619.082231308
"1738",789364.173586926
"1739",268995.282326952
"1740",242304.931082409
"1741",257584.303355518
"1742",265158.928470536
"1743",244600.957515593
"1744",168590.332174172
"1745",490359.930926671
"1746",354361.399811032
"1747",1100291.69256648
"1748",446802.188306483
"1749",302560.484180248
"1750",233461.708317661
"1751",362905.900135155
"1752",1088829.46552226
"1753",260255.865797392
"1754",583761.224968129
"1755",393347.070863548
"1756",863631.45425721
"1757",478234.624604154
"1758",393699.226340982
"1759",559066.75324561
"1760",474629.109978132
"1761",858375.301444733
"1762",908077.193957921
"1763",372733.10453893
"1764",274726.892851981
"1765",504363.65129037
"1766",824625.332253537
"1767",566162.905083999
"1768",752688.944610059
"1769",410257.784844547
"1770",410052.843355831
"1771",252755.211504293
"1772",333612.655239673
"1773",371565.239522856
"1774",318833.170286913
"1775",719234.142788283
"1776",254714.074334997
"1777",687387.840941599
"1778",427032.363091878
"1779",238728.380329886
"1780",336128.442252144
"1781",726034.864172498
"1782",350286.41446816
"1783",901536.402857699
"1784",335064.222476953
"1785",950509.763849476
"1786",803680.844540203
"1787",337056.040857463
"1788",1381520.04474157
"1789",349348.329754141
"1790",491896.881362667
"1791",747307.189894254
"1792",805767.344530686
"1793",399943.062346701
"1794",196518.094332039
"1795",532664.846076689
"1796",1106418.60034517
"1797",367745.978352159
"1798",311363.299928418
"1799",231555.35481214
"1800",1019553.54079061
"1801",251212.096000583
"1802",199547.150996235
"1803",572758.478643536
"1804",384293.498022342
"1805",581466.772187184
"1806",978658.817606744
"1807",819744.68734361
"1808",639278.633568557
"1809",269881.512396975
"1810",612458.227730123
"1811",704303.344805241
"1812",257398.475764529
"1813",1197102.78223467
"1814",1211847.42678745
"1815",6788220.87476306
"1816",247805.538426424
"1817",610841.015414718
"1818",665315.871453707
"1819",160089.107258351
"1820",676910.949119578
"1821",495411.148151935
"1822",581019.020444083
"1823",324360.082605254
"1824",297354.595890215
"1825",1032455.56784455
"1826",388876.220900051
"1827",823293.145971338
"1828",184454.039661783
"1829",472838.333124954
"1830",286601.159797487
"1831",755942.559272465
"1832",271517.255823609
"1833",229282.911105583
"1834",277842.438672681
"1835",278227.305493763
"1836",309564.657953886
"1837",953946.852316522
"1838",512619.104778557
"1839",323217.694034941
"1840",712258.869676852
"1841",180378.56196057
"1842",270050.527191057
"1843",333455.067356257
"1844",406525.450934212
"1845",862695.872154918
"1846",422851.649429885
"1847",675479.470615024
"1848",286435.821504793
"1849",236366.281205644
"1850",354594.160002411
"1851",293564.008658995
"1852",285560.824797853
"1853",362113.816104785
"1854",833989.702448025
"1855",554688.612386467
"1856",360565.113860416
"1857",294900.453635787
"1858",221843.902257593
"1859",256259.927897283
"1860",456358.730284788
"1861",1004159.32770367
"1862",716865.192696331
"1863",284531.116738827
"1864",232788.195283871
"1865",377051.357954082
"1866",378787.425904603
"1867",307930.952936179
"1868",449007.831440346
"1869",232263.677371961
"1870",482273.449506599
"1871",660546.562908812
"1872",375233.530932864
"1873",821275.105568417
"1874",281937.02638786
"1875",492413.374180847
"1876",337076.614125552
"1877",219832.179635088
"1878",355768.158142066
"1879",489464.631649202
"1880",470814.248402012
"1881",1306288.77832345
"1882",755620.947641691
"1883",560774.322986758
"1884",407687.747018132
"1885",440892.362542051
"1886",312787.637194023
"1887",339681.4168597
"1888",967370.063914537
"1889",727296.384396451
"1890",162890.858725153
"1891",329287.108184657
"1892",1042695.36926363
"1893",458877.645066467
"1894",279039.823272362
"1895",589887.63665789
"1896",289960.756067486
"1897",789909.985904461
"1898",275093.559908089
"1899",481394.678786877
"1900",679788.744393386
"1901",337970.114909202
"1902",1365150.24261393
"1903",269572.615530055
"1904",771911.23927844
"1905",407047.762928807
"1906",393252.519214766
"1907",815910.482145432
"1908",337133.095762569
"1909",322113.757229645
"1910",622261.714868937
"1911",839043.714094242
"1912",254017.974786435
"1913",1824105.4736429
"1914",898878.234074868
"1915",344252.337434737
"1916",171114.758278352
"1917",463598.227208573
"1918",590290.871224139
"1919",483316.639971464
"1920",788521.501704567
"1921",813524.502037603
"1922",644580.064430591
"1923",194637.55083842
"1924",678174.987684225
"1925",686320.449555855
"1926",701472.475402738
"1927",236050.798258242
"1928",247083.850367496
"1929",574656.859791519
"1930",271746.930080997
"1931",622416.949772407
"1932",273900.060932256
"1933",304966.795190322
"1934",694530.458141429
"1935",1117277.06855819
"1936",1121673.60942402
"1937",542981.323490742
"1938",275791.582725977
"1939",482328.433932061
"1940",126844.664613442
"1941",452515.349462903
"1942",305356.029561134
"1943",451991.775770386
"1944",504343.081652053
"1945",176247.371041468
"1946",799765.140467307
"1947",290689.64284405
"1948",711408.856033153
"1949",535080.062170593
"1950",656174.120790056
"1951",325830.488820035
"1952",555813.160352455
"1953",711853.684763314
"1954",878326.267935917
"1955",476490.068111189
"1956",403972.896422495
"1957",257805.964821473
"1958",227238.754589358
"1959",1090644.95526155
"1960",474533.467946069
"1961",265115.397600821
"1962",847941.986492313
"1963",304126.746793376
"1964",270500.275264166
"1965",694387.828342859
"1966",793518.094846468
"1967",739407.822944728
"1968",444994.177989827
"1969",593402.695727844
"1970",460098.361479091
"1971",488517.764802263
"1972",361874.73004077
"1973",362141.994521106
"1974",591915.748921348
"1975",266282.928852108
"1976",276435.865410447
"1977",340900.666032921
"1978",503419.935858988
"1979",547542.304118358
"1980",1024848.54421014
"1981",583190.63133431
"1982",588011.672621564
"1983",226680.492972799
"1984",359260.703576207
"1985",286951.721964872
"1986",767122.068793614
"1987",738631.252830322
"1988",539166.608065383
"1989",499182.33618354
"1990",726446.353079258
"1991",296550.59132884
"1992",304787.197479561
"1993",917588.716154289
"1994",472246.012371769
"1995",909022.49906539
"1996",688940.157660606
"1997",993655.294975983
"1998",500865.13008386
"1999",333225.911278984
"2000",312257.320794125
"2001",565700.259919986
"2002",264342.695945093
"2003",663800.878208614
"2004",590560.777671415
"2005",554794.348230031
"2006",507935.046233297
"2007",529179.773031355
"2008",666046.174117883
"2009",1040720.58206339
"2010",490715.233989744
"2011",219769.642291213
"2012",463955.219231838
"2013",451752.021978634
"2014",506167.72674767
"2015",133309.649014957
"2016",747250.474712457
"2017",500011.477543546
"2018",494386.959048219
"2019",277187.570779786
"2020",320154.086630892
"2021",526500.382385919
"2022",395928.126171162
"2023",345430.422236558
"2024",550389.34970595
"2025",332708.40682822
"2026",340457.719741277
"2027",377059.419419467
"2028",528546.644190467
"2029",218052.298317304
"2030",534818.381078645
"2031",486099.852061506
"2032",373265.025373806
"2033",542886.831081179
"2034",697828.744969389
"2035",361210.788574061
"2036",703300.879434514
"2037",577125.51049656
"2038",418933.880506037
"2039",503119.922232534
"2040",434777.07300739
"2041",506969.924550896
"2042",557427.342415429
"2043",706736.234581019
"2044",1599938.84649456
"2045",607996.143591559
"2046",206395.481266134
"2047",935354.493908098
"2048",382194.457527273
"2049",252190.397423722
"2050",822073.470108236
"2051",813096.271182532
"2052",666229.342264262
"2053",436680.432440169
"2054",589134.719436204
"2055",629465.360539156
"2056",317188.821186021
"2057",366057.076818466
"2058",2056861.1321881
"2059",747852.748941376
"2060",692912.065844466
"2061",341325.428826273
"2062",420366.705831002
"2063",222747.164489722
"2064",1075278.08375046
"2065",339449.071945227
"2066",579496.128094768
"2067",385235.155620299
"2068",1334250.54025594
"2069",474794.437327052
"2070",1264640.14079101
"2071",284466.444021346
"2072",526758.725420619
"2073",384919.089672179
"2074",300286.433013815
"2075",202399.652253108
"2076",558935.64219024
"2077",315992.751575343
"2078",370489.877077619
"2079",744517.922755345
"2080",498593.832270487
"2081",247485.265898223
"2082",691684.957331121
"2083",297099.182324538
"2084",563607.481756259
"2085",558924.066802246
"2086",723950.947304258
"2087",726417.094087375
"2088",443697.149690667
"2089",475569.203403924
"2090",288727.925843706
"2091",370497.970853444
"2092",591444.004705272
"2093",405470.70748986
"2094",349228.008961928
"2095",322525.109956942
"2096",384764.227615622
"2097",444645.069478233
"2098",522508.93777962
"2099",565745.223850007
"2100",253350.693377762
"2101",476288.982640884
"2102",442571.586645744
"2103",604208.658564127
"2104",197669.582874803
"2105",211042.564976598
"2106",437012.00527204
"2107",201390.57203685
"2108",441454.8874108
"2109",687301.660701135
"2110",223117.509773689
"2111",597038.608430333
"2112",590904.677739178
"2113",463268.516302602
"2114",441930.489605421
"2115",726742.588585668
"2116",995182.26009874
"2117",323406.300638355
"2118",323448.572349655
"2119",433766.384369173
"2120",456718.443415346
"2121",920231.08151997
"2122",1332376.34838851
"2123",871272.310221758
"2124",440585.529040128
"2125",410360.795718087
"2126",406534.349978522
"2127",362189.797835347
"2128",429460.856918768
"2129",450869.004165452
"2130",204934.164787746
"2131",512063.787753139
"2132",671361.881644641
"2133",310160.137523998
"2134",278428.591289307
"2135",312786.727673836
"2136",556001.226514433
"2137",290681.165422395
"2138",487133.700561599
"2139",1192013.05768993
"2140",164074.998378891
"2141",1207798.30843698
"2142",867203.521254906
"2143",646329.207126133
"2144",529284.015521796
"2145",506701.108639768
"2146",230353.430382139
"2147",420262.335366187
"2148",609649.607519546
"2149",385572.19113641
"2150",777560.799071579
"2151",466582.834426644
"2152",1157211.90574759
"2153",682395.448112025
"2154",448006.599073294
"2155",1077734.81486684
"2156",263860.539467782
"2157",518155.413823624
"2158",263151.382019127
"2159",246278.720633953
"2160",908162.545794604
"2161",468437.508295003
"2162",691012.36840876
"2163",286294.24879198
"2164",304584.226145692
"2165",824373.81523451
"2166",803570.570429972
"2167",455075.761262399
"2168",365247.660576435
"2169",265463.32097579
"2170",302417.669564552
"2171",695309.187822252
"2172",493069.717850935
"2173",349556.299692776
"2174",449820.81824595
"2175",634554.286711427
"2176",392567.600257977
"2177",674610.741553552
"2178",217672.922412807
"2179",178233.335547799
"2180",319988.086814895
"2181",1028674.13376304
"2182",649633.387286588
"2183",531463.240453427
"2184",567729.829720668
"2185",183478.781786277
"2186",255759.254103038
"2187",868347.792348402
"2188",510480.098826953
"2189",570642.580501096
"2190",281254.362363879
"2191",370639.35488506
"2192",482415.214498835
"2193",1171012.7145317
"2194",248187.659889059
"2195",1070573.59204479
"2196",433128.877947836
"2197",1111074.09940666
"2198",611887.919884386
"2199",873041.947872883
"2200",345099.102125819
"2201",256084.598992409
"2202",416063.765990107
"2203",221939.707467267
"2204",301204.135258206
"2205",317980.765128948
"2206",257899.116949749
"2207",534414.981042837
"2208",188140.183077491
"2209",474685.249302056
"2210",789790.444627449
"2211",1997253.14585353
"2212",223369.840279285
"2213",582058.131004157
"2214",823303.311794747
"2215",245126.842624263
"2216",306225.150579088
"2217",634787.372016059
"2218",233993.494025677
"2219",327884.017696577
"2220",520699.011232722
"2221",566533.380924339
"2222",339555.117361209
"2223",520336.837582346
"2224",370751.600333588
"2225",1170669.57034242
"2226",237076.258961627
"2227",358075.868191394
"2228",643860.834590724
"2229",249968.620254379
"2230",626004.399572036
"2231",352884.854125112
"2232",590170.304654333
"2233",539769.789716585
"2234",851665.723104147
"2235",812313.49171856
"2236",586026.091736451
"2237",289365.723726673
"2238",1242942.82009509
"2239",494915.825597811
"2240",395024.837583099
"2241",186690.676272869
"2242",282009.708199928
"2243",751056.171908001
"2244",223488.017310612
"2245",250339.8651269
"2246",245946.617998515
"2247",365907.288200755
"2248",570719.363631591
"2249",735459.321823811
"2250",576759.062793455
"2251",195107.880756131
"2252",516097.06278906
"2253",1296631.46225507
"2254",244105.703115721
"2255",137846.450595026
"2256",1121902.65867822
"2257",821810.097959642
"2258",733391.673115766
"2259",492997.465557446
"2260",287445.109422463
"2261",187511.521169823
"2262",473183.092619039
"2263",566421.435666515
"2264",924701.600672535
"2265",416535.015388157
"2266",535530.564889686
"2267",334035.446625101
"2268",496471.830970914
"2269",415242.330503421
"2270",191510.478003206
"2271",208529.498384813
"2272",227989.580130328
"2273",733957.540436517
"2274",594550.915864618
"2275",816630.100307249
"2276",666628.330918838
"2277",574385.706585552
"2278",628502.015090698
"2279",303160.88436154
"2280",316438.009658226
"2281",408113.842592428
"2282",415999.695163782
"2283",772911.745400917
"2284",256278.93987705
"2285",196322.04586306
"2286",492890.512682506
"2287",245316.115530318
"2288",273044.342636684
"2289",2073808.19815391
"2290",442830.688606885
"2291",148931.794963168
"2292",402801.582349155
"2293",229521.143603287
"2294",1047043.63681534
"2295",265997.482875243
"2296",825950.006453777
"2297",288855.400819402
"2298",288855.400819402
"2299",308804.168399299
"2300",420699.749120797
"2301",1071884.6514628
"2302",549920.70040554
"2303",320774.789100895
"2304",387526.343425242
"2305",296227.359018029
"2306",433397.444368555
"2307",270523.848254652
"2308",616334.354721506
"2309",318816.261096892
"2310",872382.873503635
"2311",287832.178867416
"2312",1347639.1406085
"2313",484765.327689592
"2314",772122.480294718
"2315",508313.701357725
"2316",274241.731576919
"2317",630573.011518389
"2318",1065701.17078767
"2319",416766.822865499
"2320",175217.02348638
"2321",296223.00471951
"2322",418862.099678804
"2323",248419.737539609
"2324",524413.979249152
"2325",412609.190154351
"2326",620585.218767887
"2327",390095.905677287
"2328",782228.126906415
"2329",1391030.07720316
"2330",537741.044754312
"2331",758340.30173675
"2332",856693.57990708
"2333",213837.835484097
"2334",812787.005893366
"2335",416028.375827001
"2336",316113.924912766
"2337",770190.915163183
"2338",564950.595470997
"2339",951022.920061848
"2340",261701.848374225
"2341",634403.459680046
"2342",476960.69443782
"2343",414264.903165041
"2344",1287489.00785585
"2345",186419.190876084
"2346",595143.226628039
"2347",1207108.00255649
"2348",721051.447747073
"2349",373530.48593329
"2350",554462.97291315
"2351",597846.049932161
"2352",1207667.53838088
"2353",672148.341300393
"2354",363901.885327747
"2355",667976.110560803
"2356",358808.333570816
"2357",633183.994437105
"2358",335050.381187145
"2359",222609.597677196
"2360",626111.828909665
"2361",774280.865402061
"2362",531033.939543604
"2363",503693.161217251
"2364",276913.523644476
"2365",338884.186284773
"2366",449962.923089086
"2367",221425.222787865
"2368",424554.668550672
"2369",215720.622766761
"2370",736202.719515758
"2371",578788.913222765
"2372",868753.172810642
"2373",349226.165025236
"2374",561317.836594203
"2375",518377.378869256
"2376",2067957.63643633
"2377",462132.480918665
"2378",1447729.16975323
"2379",690087.86577753
"2380",293807.964006205
"2381",1080290.95576734
"2382",490405.341599407
"2383",195572.24595195
"2384",272969.003023611
"2385",1307769.77126578
"2386",331712.253967665
"2387",651560.882553833
"2388",105648.049494992
"2389",547635.190518577
"2390",432979.661706658
"2391",433867.630947356
"2392",734417.079272205
"2393",611466.868424163
"2394",249598.466264369
"2395",409802.362825004
"2396",488405.795777999
"2397",309828.899319167
"2398",1201468.15373412
"2399",658068.999064686
"2400",324608.282175087
"2401",528271.453457123
"2402",397796.307624372
"2403",262277.968056553
"2404",1561244.52994382
"2405",400017.641715727
"2406",1022622.02129228
"2407",278639.041752662
"2408",1164006.51655112
"2409",850123.941131666
"2410",459284.285964298
"2411",1040965.74165521
"2412",1038614.42371653
"2413",305039.996301975
"2414",431533.231852613
"2415",368270.883523498
"2416",539020.639972898
"2417",544782.038835306
"2418",2055943.15461816
"2419",320178.125596082
"2420",479528.841909058
"2421",807427.594622228
"2422",245699.434799579
"2423",267645.397560018
"2424",198892.142714714
"2425",291770.285865307
"2426",225487.683222222
"2427",1008932.026444
"2428",683026.83756787
"2429",705373.380647761
"2430",554691.623004102
"2431",229158.724848352
"2432",806743.83929166
"2433",497807.407475965
"2434",652055.2060973
"2435",273633.537864464
"2436",270264.868064178
"2437",964834.270000873
"2438",1862738.93350239
"2439",791214.087601461
"2440",328948.237223007
"2441",461525.904600441
"2442",232115.332827142
"2443",197757.339514809
"2444",462151.67674918
"2445",644269.406317934
"2446",861414.068053598
"2447",260557.76231138
"2448",727515.577448522
"2449",357062.679803994
"2450",357898.44961027
"2451",466371.623339418
"2452",375244.037946638
"2453",367405.008264769
"2454",517595.255275286
"2455",311315.739905449
"2456",517307.229207131
"2457",272517.451991795
"2458",497972.163866336
"2459",466775.725723908
"2460",575831.046096676
"2461",1616072.85098268
"2462",392253.851193724
"2463",622674.194733219
"2464",560916.405328111
"2465",386902.941326837
"2466",419057.937196901
"2467",252747.239693468
"2468",999419.513991189
"2469",1297077.16972948
"2470",768323.996359961
"2471",287854.968969064
"2472",392327.187220907
"2473",450438.243246976
"2474",585098.677795602
"2475",332774.483827524
"2476",458531.998149128
"2477",411114.612891602
"2478",1463606.52636027
"2479",708108.853698427
"2480",291658.005447411
"2481",261506.762829012
"2482",557077.030912432
"2483",444465.138260224
"2484",301957.370515822
"2485",362620.09715713
"2486",470891.478768991
"2487",250582.964385168
"2488",289770.541730551
"2489",279670.100604674
"2490",481624.099502394
"2491",483586.003415374
"2492",763485.877723364
"2493",192971.236079047
"2494",320231.662443861
"2495",511679.364924736
"2496",339272.909918926
"2497",1044861.92693582
"2498",746684.610638387
"2499",175147.221455491
"2500",596826.156276076
"2501",298914.027790524
"2502",883348.043284639
"2503",230998.295677611
"2504",444720.031988722
"2505",410722.740828421
"2506",673721.836122836
"2507",254089.938438994
"2508",3126034.89712753
"2509",457603.478751517
"2510",497382.870480593
"2511",195581.94326347
"2512",332483.075010294
"2513",600164.49056058
"2514",345567.370281329
"2515",323070.05844473
"2516",341235.926942312
"2517",205364.535938832
"2518",364886.891203034
"2519",486615.185072036
"2520",410220.350745693
"2521",330034.818861295
"2522",701316.424827263
"2523",217192.011844478
"2524",519573.218013317
"2525",617508.151210803
"2526",402812.080397584
"2527",325880.292414717
"2528",419732.012006766
"2529",274242.0848562
"2530",478213.771441427
"2531",377177.677142524
"2532",574302.880028464
"2533",280574.66169118
"2534",1474738.02298941
"2535",652539.139916883
"2536",577649.966296734
"2537",353912.536677851
"2538",1194966.85412691
"2539",629191.920159194
"2540",384094.3829932
"2541",1305895.42547087
"2542",1541911.29491242
"2543",771334.649099424
"2544",460634.40116346
"2545",262509.282195605
"2546",734797.578927542
"2547",312348.425607829
"2548",1037760.26931935
"2549",455548.524378342
"2550",408944.469416082
"2551",462114.73575728
"2552",274742.680750444
"2553",724275.784177306
"2554",450313.933797664
"2555",397503.670093143
"2556",459396.773778315
"2557",406595.422734997
"2558",236180.852756453
"2559",409743.631614049
"2560",259804.518711218
"2561",481364.548269344
"2562",194286.874652807
"2563",448150.603261377
"2564",598744.926119094
"2565",850531.480528726
"2566",420323.594639926
"2567",926016.931446737
"2568",650720.137662188
"2569",513475.119065124
"2570",1018383.68961602
"2571",559819.194000876
"2572",330484.778007769
"2573",498063.719770797
"2574",534025.706236002
"2575",1932938.82950691
"2576",297298.439727972
"2577",720341.528837819
"2578",538914.202815653
"2579",736859.297810853
"2580",316267.295676582
"2581",1203971.11615421
"2582",261070.299323352
"2583",275038.496447762
"2584",343720.234060874
"2585",342928.986293297
"2586",544235.413397129
"2587",810340.002128434
"2588",256493.654400549
"2589",383249.177087912
"2590",447948.622368588
"2591",510129.21113432
"2592",243640.828180615
"2593",300528.868434583
"2594",670935.233587995
"2595",565232.831285517
"2596",933631.485560147
"2597",348240.325969158
"2598",457352.570377763
"2599",825402.032186293
"2600",478097.131034896
"2601",260052.347073219
"2602",242385.464756264
"2603",793584.901120259
"2604",333556.906750942
"2605",263463.591025056
"2606",716297.327203874
"2607",826684.250065092
"2608",293218.792957845
"2609",696580.673070301
"2610",791625.181557293
"2611",614707.476482145
"2612",206997.372614673
"2613",394433.765339218
"2614",318006.170194146
"2615",748929.909731198
"2616",718123.937067791
